date,order_id,customer_id,product,product_sku,price,quantity,coupon_code,shipping_city,payment_method,sales_channel,shipping_cost
2025-09-07 15:50,ORD000091,CUST0142,LED Bulb Pack,HOM-LBP-0007,18.13,2,NONE,Waterloo,Google Pay,Mobile,10.0
2024-01-15 22:28,ORD000092,CUST0141,Waterproof Jacket,SPO-WJ-0029,79.33,1,NONE,Waterloo,Apple Pay,Web,10.42
2025-06-05 12:58,ORD000093,CUST0121,Pasta,GRO-P-0021,7.64,2,NONE,Cambridge,PayPal,Mobile,10.0
2025-11-15 09:26,ORD000094,CUST0277,Vacuum Filters,HOM-VF-0008,37.63,1,NONE,Kingston,Credit Card,Web,8.41
2025-07-03 13:07,ORD000095,CUST0119,Face Cleanser,BEA-FC-0013,24.37,2,SAVE15,Hamilton,Apple Pay,Mobile,9.13
2025-04-04 19:35,ORD000096,CUST0033,Pasta,GRO-P-0021,7.36,1,STUDENT8,Kitchener,Apple Pay,Mobile,12.47
2025-01-12 16:53,ORD000097,CUST0278,Dish Towels,HOM-DT-0011,45.29,2,NONE,Kingston,Apple Pay,Web,9.07
2024-06-30 14:56,ORD000098,CUST0106,Pasta,GRO-P-0021,6.85,2,STUDENT8,Ottawa,Apple Pay,Marketplace,9.15
2024-05-16 17:51,ORD000099,CUST0011,Face Cleanser,BEA-FC-0013,25.48,3,NONE,Sudbury,Google Pay,Web,11.63
2024-07-28 18:33,ORD000100,CUST0004,Olive Oil,GRO-OO-0022,20.91,1,NONE,Niagara Falls,PayPal,Mobile,10.5
2024-06-28 13:52,ORD000101,CUST0215,Lip Balm,BEA-LB-0018,36.56,1,NONE,Burlington,Google Pay,Web,7.61
2024-02-18 14:16,ORD000102,CUST0113,Protein Bar Box,GRO-PBB-0024,19.49,1,NONE,Niagara Falls,PayPal,Web,12.42
2026-01-05 20:29,ORD000103,CUST0015,Sunscreen,BEA-S-0017,36.87,1,NONE,Niagara Falls,Apple Pay,Mobile,12.62
2024-10-12 15:18,ORD000104,CUST0085,Mouse Pad,OFF-MP-0034,188.46,1,NONE,Burlington,Apple Pay,Web,6.36
2025-10-05 08:07,ORD000105,CUST0274,Face Cleanser,BEA-FC-0013,22.42,1,NONE,Thunder Bay,Credit Card,Mobile,13.85
2024-02-24 19:31,ORD000106,CUST0289,Gel Pens,OFF-GP-0032,36.6,1,STUDENT8,Sudbury,Credit Card,Mobile,9.43
2024-11-23 13:56,ORD000107,CUST0070,Notebook Set,OFF-NS-0031,217.35,3,NONE,Oakville,Apple Pay,Web,5.86
2024-10-14 15:45,ORD000108,CUST0134,LED Bulb Pack,HOM-LBP-0007,20.2,2,SAVE15,Ottawa,Apple Pay,Mobile,8.22
2025-11-03 14:20,ORD000109,CUST0233,USB-C Cable,ELE-UC-0004,98.15,4,BUNDLE12,Kitchener,PayPal,Web,10.56
2025-06-06 17:01,ORD000110,CUST0143,Notebook Set,OFF-NS-0031,206.51,1,BUNDLE12,Burlington,Apple Pay,Mobile,6.89
2024-08-13 12:43,ORD000111,CUST0241,Mechanical Keyboard,OFF-MK-0033,130.44,2,NONE,Mississauga,Credit Card,Web,7.68
2024-05-07 08:49,ORD000112,CUST0115,Desk Organizer,OFF-DO-0035,50.5,4,NONE,Windsor,Credit Card,Mobile,10.29
2024-10-04 18:45,ORD000113,CUST0127,Sunscreen,BEA-S-0017,36.37,1,NONE,Toronto,Debit,Web,9.53
2024-02-11 11:40,ORD000114,CUST0079,Sunscreen,BEA-S-0017,33.45,2,NONE,Thunder Bay,Debit,Web,11.91
2024-01-27 16:30,ORD000115,CUST0059,Conditioner,BEA-C-0016,25.96,1,NONE,Niagara Falls,Google Pay,Mobile,10.56
2025-02-04 17:20,ORD000116,CUST0132,USB-C Cable,ELE-UC-0004,113.91,2,NONE,Barrie,PayPal,Web,10.24
2025-11-23 11:50,ORD000117,CUST0059,Yoga Mat,SPO-YM-0025,94.83,3,NONE,Thunder Bay,Debit,Marketplace,9.25
2024-04-07 14:46,ORD000118,CUST0297,Running Socks,SPO-RS-0027,105.69,1,NONE,Brampton,Credit Card,Mobile,8.98
2026-01-08 11:42,ORD000119,CUST0193,Mechanical Keyboard,OFF-MK-0033,118.35,4,NONE,Sudbury,Apple Pay,Web,9.27
2024-01-17 08:24,ORD000120,CUST0125,Water Bottle,HOM-WB-0010,14.35,1,NONE,Mississauga,Credit Card,Mobile,9.48
2025-04-22 13:33,ORD000121,CUST0062,Pasta,GRO-P-0021,6.6,2,FLASH5,Thunder Bay,Google Pay,Mobile,11.44
2025-10-22 08:22,ORD000122,CUST0273,Yoga Mat,SPO-YM-0025,98.26,1,NONE,Windsor,Apple Pay,Mobile,9.82
2025-05-03 20:25,ORD000123,CUST0260,Phone Charger,ELE-PC-0003,24.83,2,NONE,Mississauga,PayPal,Web,11.71
2025-06-02 16:50,ORD000124,CUST0251,USB-C Cable,ELE-UC-0004,101.05,1,NONE,Oakville,Credit Card,Web,11.94
2025-03-18 17:38,ORD000125,CUST0236,Phone Charger,ELE-PC-0003,27.6,1,NONE,Windsor,Debit,Mobile,12.22
2024-06-19 15:25,ORD000126,CUST0268,LED Bulb Pack,HOM-LBP-0007,21.11,2,STUDENT8,London,PayPal,Web,5.98
2024-06-09 20:41,ORD000127,CUST0224,Storage Bins,HOM-SB-0012,73.6,1,FREESHIP,Barrie,Google Pay,Mobile,8.98
2025-04-21 21:52,ORD000128,CUST0126,Moisturizer,BEA-M-0014,19.96,1,NONE,Kingston,Credit Card,Mobile,11.28
2025-11-19 10:44,ORD000129,CUST0125,Conditioner,BEA-C-0016,25.37,2,FLASH5,Barrie,Apple Pay,Web,12.33
2025-08-07 22:48,ORD000130,CUST0015,Phone Charger,ELE-PC-0003,26.22,1,STUDENT8,Kingston,Apple Pay,Mobile,11.8
2024-08-13 16:06,ORD000131,CUST0250,Moisturizer,BEA-M-0014,20.27,2,NONE,London,Debit,Marketplace,9.83
2024-08-13 16:25,ORD000132,CUST0175,Cycling Lights,SPO-CL-0030,144.12,1,NONE,Guelph,PayPal,Mobile,6.61
2025-11-19 16:34,ORD000133,CUST0006,LED Bulb Pack,HOM-LBP-0007,19.26,1,FLASH5,Oshawa,Google Pay,Web,8.38
2024-06-08 10:37,ORD000134,CUST0124,Yoga Mat,SPO-YM-0025,104.32,5,NONE,Mississauga,Apple Pay,Mobile,7.86
2024-11-18 18:27,ORD000135,CUST0124,Moisturizer,BEA-M-0014,21.85,1,STUDENT8,Oshawa,Apple Pay,Mobile,10.69
2024-02-07 15:58,ORD000136,CUST0009,Dish Towels,HOM-DT-0011,46.17,3,NONE,Barrie,Credit Card,Mobile,9.55
2025-08-15 09:39,ORD000137,CUST0208,Protein Bar Box,GRO-PBB-0024,21.04,1,FLASH5,Waterloo,Debit,Web,11.77
2024-10-15 13:23,ORD000138,CUST0189,Cycling Lights,SPO-CL-0030,153.01,1,FLASH5,Sudbury,Apple Pay,Web,9.0
2025-07-10 16:52,ORD000139,CUST0282,Conditioner,BEA-C-0016,25.07,3,NONE,Oakville,PayPal,Web,9.63
2024-01-31 14:41,ORD000140,CUST0139,Yoga Mat,SPO-YM-0025,100.77,1,NONE,Barrie,PayPal,Mobile,9.19
2025-08-11 20:11,ORD000141,CUST0062,Olive Oil,GRO-OO-0022,22.57,3,NONE,Waterloo,Debit,Web,11.63
2025-03-23 15:44,ORD000142,CUST0275,Desk Organizer,OFF-DO-0035,51.43,1,NONE,Brampton,Debit,Mobile,9.54
2024-02-06 20:21,ORD000143,CUST0248,Vacuum Filters,HOM-VF-0008,37.42,1,NONE,Kitchener,PayPal,Web,8.56
2024-04-29 18:17,ORD000144,CUST0100,Olive Oil,GRO-OO-0022,22.92,1,NONE,Brampton,PayPal,Mobile,11.29
2024-01-29 18:32,ORD000145,CUST0092,Laptop Stand,OFF-LS-0036,179.22,5,NONE,Windsor,PayPal,Mobile,11.42
2026-01-07 20:03,ORD000146,CUST0065,Olive Oil,GRO-OO-0022,21.5,1,NONE,Oshawa,PayPal,Web,9.79
2025-11-17 21:19,ORD000147,CUST0284,Olive Oil,GRO-OO-0022,22.38,1,NONE,Ottawa,PayPal,Mobile,10.11
2024-06-10 20:34,ORD000148,CUST0053,Protein Bar Box,GRO-PBB-0024,18.11,1,SAVE15,Niagara Falls,Credit Card,Web,11.31
2024-02-29 21:24,ORD000149,CUST0246,USB-C Cable,ELE-UC-0004,112.54,3,NONE,Niagara Falls,Apple Pay,Web,13.78
2025-11-23 15:59,ORD000150,CUST0027,Wireless Earbuds,ELE-WE-0002,109.26,1,STUDENT8,London,PayPal,Mobile,9.1
2024-08-23 11:35,ORD000151,CUST0034,Laptop Stand,OFF-LS-0036,184.76,2,NONE,Brampton,Apple Pay,Web,11.07
2025-01-29 20:16,ORD000152,CUST0296,Wireless Earbuds,ELE-WE-0002,105.41,1,FREESHIP,Mississauga,Credit Card,Mobile,11.23
2024-01-11 20:24,ORD000153,CUST0289,Kitchen Scale,HOM-KS-0009,62.32,1,SAVE15,Hamilton,PayPal,Marketplace,7.45
2024-02-15 22:15,ORD000154,CUST0061,Face Cleanser,BEA-FC-0013,22.45,4,NONE,Waterloo,Google Pay,Mobile,12.84
2024-01-02 08:32,ORD000155,CUST0116,Gel Pens,OFF-GP-0032,39.73,2,NONE,Thunder Bay,Google Pay,Web,11.33
2024-04-15 14:43,ORD000156,CUST0227,Yoga Mat,SPO-YM-0025,100.3,1,STUDENT8,Barrie,PayPal,Mobile,8.53
2025-11-20 19:19,ORD000157,CUST0292,Coffee Beans,GRO-CB-0019,10.25,4,STUDENT8,Cambridge,Google Pay,Mobile,10.28
2025-05-29 22:40,ORD000158,CUST0051,Bluetooth Speaker,ELE-BS-0001,27.66,2,NONE,Thunder Bay,Debit,Mobile,12.34
2024-12-21 20:07,ORD000159,CUST0042,Smartwatch Band,ELE-SB-0005,56.2,2,VIP20,Guelph,Debit,Mobile,8.38
2024-12-17 15:40,ORD000160,CUST0283,Wireless Earbuds,ELE-WE-0002,110.15,3,NONE,London,Credit Card,Mobile,11.6
2024-11-27 08:29,ORD000161,CUST0210,Waterproof Jacket,SPO-WJ-0029,72.09,1,NONE,Toronto,Apple Pay,Web,5.88
2025-06-15 19:23,ORD000162,CUST0017,Running Socks,SPO-RS-0027,108.65,2,NONE,Cambridge,Debit,Web,8.67
2025-02-21 11:05,ORD000163,CUST0233,Kitchen Scale,HOM-KS-0009,59.84,3,FLASH5,Cambridge,Credit Card,Mobile,8.99
2025-07-05 12:14,ORD000164,CUST0102,Smartwatch Band,ELE-SB-0005,61.3,1,VIP20,Guelph,Apple Pay,Web,8.87
2024-10-19 12:37,ORD000165,CUST0116,Bluetooth Speaker,ELE-BS-0001,26.98,3,NONE,Oshawa,Debit,Mobile,8.83
2024-05-24 18:24,ORD000166,CUST0037,Olive Oil,GRO-OO-0022,22.05,1,FLASH5,Hamilton,Credit Card,Mobile,8.79
2024-10-13 18:09,ORD000167,CUST0292,Coffee Beans,GRO-CB-0019,10.26,1,NONE,Cambridge,PayPal,Web,10.39
2025-11-13 19:00,ORD000168,CUST0240,Sunscreen,BEA-S-0017,33.34,1,NONE,Brampton,PayPal,Mobile,11.03
2025-07-09 15:27,ORD000169,CUST0257,Granola,GRO-G-0023,9.26,1,STUDENT8,Guelph,Google Pay,Web,8.91
2025-05-25 12:19,ORD000170,CUST0042,Sunscreen,BEA-S-0017,34.03,3,NONE,Barrie,Google Pay,Web,11.09
2025-11-21 21:11,ORD000171,CUST0166,Running Socks,SPO-RS-0027,111.01,1,NONE,Oakville,Google Pay,Marketplace,6.71
2024-07-03 14:30,ORD000172,CUST0047,Moisturizer,BEA-M-0014,21.4,1,NONE,Toronto,Debit,Web,8.58
2024-11-03 09:41,ORD000173,CUST0296,Vacuum Filters,HOM-VF-0008,39.31,1,NONE,Guelph,Credit Card,Web,6.14
2025-05-09 13:46,ORD000174,CUST0266,Green Tea,GRO-GT-0020,9.7,1,NONE,Niagara Falls,Apple Pay,Web,11.13
2025-06-21 15:46,ORD000175,CUST0300,USB-C Cable,ELE-UC-0004,108.91,2,NONE,London,Apple Pay,Web,10.14
2024-10-13 21:52,ORD000176,CUST0241,Desk Organizer,OFF-DO-0035,52.83,2,FREESHIP,Mississauga,PayPal,Marketplace,8.55
2025-08-07 08:40,ORD000177,CUST0165,Waterproof Jacket,SPO-WJ-0029,79.98,2,NONE,Kingston,Credit Card,Marketplace,8.17
2024-04-11 21:03,ORD000178,CUST0211,Green Tea,GRO-GT-0020,9.21,2,SAVE15,Kingston,Apple Pay,Web,10.11
2025-03-30 16:20,ORD000179,CUST0282,Kitchen Scale,HOM-KS-0009,69.16,1,NONE,Burlington,Credit Card,Web,5.95
2025-02-20 08:31,ORD000180,CUST0162,Portable SSD,ELE-PS-0006,140.39,2,NONE,Mississauga,PayPal,Web,12.76
2024-01-03 12:25,ORD000181,CUST0207,Running Socks,SPO-RS-0027,112.17,1,BUNDLE12,Brampton,Google Pay,Web,9.82
2024-10-30 12:14,ORD000182,CUST0237,Phone Charger,ELE-PC-0003,24.82,1,NONE,Oshawa,Apple Pay,Web,9.98
2024-01-21 14:42,ORD000183,CUST0266,Gym Gloves,SPO-GG-0028,116.45,1,NONE,Kitchener,PayPal,Mobile,7.1
2024-11-29 20:03,ORD000184,CUST0027,Mouse Pad,OFF-MP-0034,176.26,3,NONE,Barrie,Debit,Web,9.89
2025-10-31 09:01,ORD000185,CUST0068,Sunscreen,BEA-S-0017,35.65,2,NONE,Oshawa,PayPal,Mobile,10.15
2024-02-08 20:30,ORD000186,CUST0063,Moisturizer,BEA-M-0014,19.25,5,FREESHIP,Niagara Falls,Credit Card,Web,13.48
2025-01-19 19:55,ORD000187,CUST0160,Green Tea,GRO-GT-0020,9.04,1,NONE,London,Google Pay,Marketplace,9.64
2025-06-04 22:09,ORD000188,CUST0209,Gel Pens,OFF-GP-0032,38.8,2,NONE,Oshawa,Credit Card,Mobile,7.9
2024-02-29 14:09,ORD000189,CUST0237,Gel Pens,OFF-GP-0032,35.65,1,VIP20,Brampton,Credit Card,Mobile,9.47
2024-08-13 08:54,ORD000190,CUST0150,Kitchen Scale,HOM-KS-0009,62.72,1,SAVE15,Niagara Falls,Google Pay,Mobile,11.6
2025-08-12 20:56,ORD000191,CUST0248,Desk Organizer,OFF-DO-0035,52.35,1,NONE,Oakville,Apple Pay,Mobile,7.38
2024-06-15 16:48,ORD000192,CUST0283,Gym Gloves,SPO-GG-0028,112.45,5,NONE,Barrie,Debit,Web,8.16
2026-01-13 12:32,ORD000193,CUST0261,Conditioner,BEA-C-0016,26.96,5,NONE,Kitchener,Debit,Web,12.46
2025-07-14 19:01,ORD000194,CUST0213,Laptop Stand,OFF-LS-0036,173.49,1,NONE,Guelph,PayPal,Web,5.71
2025-01-15 17:02,ORD000195,CUST0145,Waterproof Jacket,SPO-WJ-0029,79.65,3,NONE,Toronto,PayPal,Mobile,5.07
2025-03-17 11:04,ORD000196,CUST0229,Pasta,GRO-P-0021,8.01,2,NONE,Hamilton,Google Pay,Web,8.3
